division,name,role,skill_level,patch,legendary,avg_dps,sd_dps,avg_sps,sd_sps,avg_hps,sd_hps,avg_kpm,sd_kpm,avg_slayspm,sd_slayspm,avg_xpm,sd_xpm,avg_cpm,sd_cpm,wins,count,champ_count
Crossplatform Casual,Skye,Flank,2500+,V2.07,Debilitate,72.36,23.70,0.00,0.00,0.00,0.00,1.51,0.69,0.87,0.46,0.83,0.28,218.01,54.67,1581,3180,4133
Controller Ranked,Skye,Flank,3000+,V2.02,Debilitate,105.62,26.69,0.00,0.00,0.00,0.00,1.69,0.65,1.10,0.45,0.79,0.21,240.44,53.51,12,25,25
Controller Ranked,Skye,Flank,2700+,V2.02,Debilitate,100.95,26.99,0.00,0.00,0.00,0.00,1.77,0.69,1.12,0.48,0.82,0.25,238.71,51.58,346,692,708
Controller Ranked,Skye,Flank,2500+,V2.02,Debilitate,99.89,27.61,0.00,0.00,0.00,0.00,1.85,0.70,1.20,0.50,0.82,0.25,242.85,51.57,953,1842,1920
Crossplatform Casual,Skye,Flank,2100+,V2.07,Debilitate,72.30,24.60,0.00,0.00,0.00,0.00,1.63,0.75,0.98,0.52,0.78,0.29,224.60,58.71,11079,21429,33974
Controller Ranked,Skye,Flank,2100+,V2.02,Debilitate,98.93,27.54,0.00,0.00,0.00,0.00,1.95,0.73,1.28,0.53,0.78,0.27,247.90,53.48,2625,4724,5456
Controller Ranked,Skye,Flank,Everyone,V2.02,Debilitate,95.84,27.71,0.00,0.00,0.00,0.00,1.99,0.75,1.32,0.55,0.74,0.28,250.51,54.72,4568,7873,10748
Controller Ranked,Skye,Flank,3000+,V2.03,Debilitate,104.68,23.88,0.00,0.00,0.00,0.00,1.74,0.65,1.02,0.40,0.78,0.24,241.69,41.90,23,36,37
Controller Ranked,Skye,Flank,2700+,V2.03,Debilitate,101.21,28.22,0.00,0.00,0.00,0.00,1.78,0.67,1.11,0.46,0.81,0.26,239.46,50.85,371,739,752
Controller Ranked,Skye,Flank,2500+,V2.03,Debilitate,101.41,28.53,0.00,0.00,0.00,0.00,1.84,0.71,1.17,0.50,0.81,0.27,243.16,51.50,857,1684,1754
Controller Ranked,Skye,Flank,2100+,V2.03,Debilitate,98.84,27.89,0.00,0.00,0.00,0.00,1.92,0.74,1.24,0.52,0.80,0.28,246.23,52.89,2222,4171,4813
Controller Ranked,Skye,Flank,Everyone,V2.03,Debilitate,96.09,28.08,0.00,0.00,0.00,0.00,1.97,0.76,1.29,0.55,0.76,0.29,248.59,55.13,3701,6640,8933
Controller Ranked,Skye,Flank,3000+,V2.04,Debilitate,75.31,19.44,0.00,0.00,0.00,0.00,1.06,0.32,0.66,0.34,0.96,0.22,188.73,47.39,2,5,5
Crossplatform Casual,Skye,Flank,Everyone,V2.07,Debilitate,67.36,25.47,0.00,0.00,0.00,0.00,1.67,0.79,1.01,0.55,0.72,0.30,224.10,63.47,35333,66786,114195
Controller Ranked,Skye,Flank,2700+,V2.04,Debilitate,98.03,25.78,0.00,0.00,0.00,0.00,1.76,0.67,1.09,0.47,0.83,0.25,237.23,50.39,305,554,577
Controller Ranked,Skye,Flank,2500+,V2.04,Debilitate,97.02,25.41,0.00,0.00,0.00,0.00,1.80,0.68,1.12,0.48,0.83,0.26,239.03,51.16,830,1534,1659
Controller Ranked,Skye,Flank,2100+,V2.04,Debilitate,97.93,26.56,0.00,0.00,0.00,0.00,1.91,0.72,1.22,0.51,0.80,0.28,245.51,52.93,2043,3671,4315
Controller Ranked,Skye,Flank,Everyone,V2.04,Debilitate,96.50,27.23,0.00,0.00,0.00,0.00,1.97,0.76,1.28,0.55,0.77,0.29,249.04,54.91,3081,5406,7097
Controller Ranked,Skye,Flank,3000+,V2.05,Debilitate,87.05,27.97,0.00,0.00,0.00,0.00,1.58,0.73,0.93,0.48,0.79,0.24,215.37,64.38,19,35,36
Controller Ranked,Skye,Flank,2700+,V2.05,Debilitate,92.67,26.73,0.00,0.00,0.00,0.00,1.64,0.66,0.99,0.45,0.85,0.27,228.60,49.75,555,1079,1163
Controller Ranked,Skye,Flank,2500+,V2.05,Debilitate,93.72,26.48,0.00,0.00,0.00,0.00,1.69,0.68,1.05,0.47,0.85,0.27,231.93,50.75,1695,3296,3639
